Name,200% Ult. Date in JP,200% Ultimate,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Sazantos EX,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2038.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2027.png",Available in GL,17-Jul-25,20-Jun-24,⭐️⭐️⭐️⭐️⭐️,Available in GL,17-Jul-25,20-Jun-24,Orsterra,346,381,225,275,245,295,17-Jul-25,,,Never,3220,4120,Power,20-Jun-24,A,9.7,サザントスEx,Merchant,Memoir,Final Fantasy IV Crossover Guidance,479,544,288,338,342,422,300,335,,"Fire, Polearm, Wind"
Cecil,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2025.png",Available in GL,17-Jul-25,20-Jun-24,⭐️⭐️⭐️⭐️⭐️,Available in GL,17-Jul-25,20-Jun-24,Earth (Final Fantasy IV),323,373,207,257,281,331,17-Jul-25,,,Never,3252,4072,Fame,20-Jun-24,S+,9.9,セシル,Warrior,Memoir,Free (Collab Traveler Story),399,464,358,423,296,366,255,290,,"Dark, Light, Sword"
Rinyuu EX,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2039.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2022.png",Available in GL,31-Jul-25,29-Aug-24,⭐️⭐️⭐️⭐️⭐️,Available in GL,31-Jul-25,29-Aug-24,Orsterra,253,288,370,435,424,489,31-Jul-25,,,Never,2702,3442,Fame,29-Aug-24,S+,9.9,リンユウEx,Apothecary,Memoir,Traveler of Memories,241,291,322,372,485,565,286,336,,"Axe, Fire, Ice, Light"
Emil,28-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2018.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2023.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2026.png",Available in JP,,29-Feb-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,29-Feb-24,NieR Universe (NieR series),253,288,465,530,334,399,,,,Never,2762,3502,Wealth,29-Feb-24,A,9.7,エミール,Cleric,Memoir,NieR Replicant Crossover Guidance,226,276,257,307,590,670,286,336,,"Dark, Staff, Tome"
Kainé,28-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2018.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2029.png",Available in JP,,29-Feb-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,29-Feb-24,NieR Universe (NieR series),368,418,241,291,198,248,,,,Never,3252,4072,Power,29-Feb-24,S,9.8,カイネ,Thief,Memoir,NieR Replicant Crossover Guidance,508,573,225,245,322,402,330,395,,"Dagger, Light"
Nier,28-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2027.png",Available in JP,,29-Feb-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,29-Feb-24,NieR Universe (NieR series),276,311,225,275,295,345,,,,Never,3270,4170,Fame,29-Feb-24,S,9.8,ニーア,Merchant,Memoir,NieR Replicant Crossover Guidance,444,509,293,343,362,442,300,335,,"Dark, Polearm, Sword"
Dolcinaea,27-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2019.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2040.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2028.png",Available in JP,,28-Apr-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28-Apr-24,Solistia,282,317,482,547,302,352,,,,Never,2766,3586,Approval,28-Apr-24,B,9.6,ドルシネア,Dancer,Memoir Logs,Memoirs of Solistia,240,290,225,275,494,564,352,417,,"Fan, Fire, Wind"
Tiziano,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2019.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2029.png",Available in JP,,28-Apr-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28-Apr-24,Orsterra,308,358,241,291,243,293,,,,Never,2912,3732,Wealth,28-Apr-24,S,9.8,ティツィアーノ,Thief,Memoir,Traveler of Memories,398,463,270,290,372,452,460,525,,"Dagger, Wind"
Tatloch EX,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2020.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2028.png",Available in JP,,18-Jul-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,18-Jul-24,G'roha,318,368,436,486,272,322,,,,Never,2892,3712,Power,18-Jul-24,A,9.7,タトゥロックEx,Thief,Memoir,Summer Guidance (Bargello EX & Tatloch EX),253,318,283,303,422,502,368,433,,"Dagger, Dark"
Bargello EX,,Unavailable,Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2020.png,Available in JP,,18-Jul-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,18-Jul-24,Orsterra,282,317,237,302,332,382,,,,Never,2896,3716,Wealth,18-Jul-24,A,9.7,バルジェロEx,Dancer,Memoir,Summer Guidance (Bargello EX & Tatloch EX),435,485,245,295,494,564,322,387,,Fan
Sowan,27-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2029.png",Available in JP,,1-Aug-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1-Aug-24,Solistia,249,299,406,471,238,288,,,,Never,3200,4020,Domination,1-Aug-24,B,9.6,ソワン,Apothecary,Memoir Logs,Sacred Blaze Guidance,420,470,272,322,393,463,250,300,,"Axe, Dark, Light"
Relisha,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2019.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2031.png",Available in JP,,15-Aug-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,15-Aug-24,Solistia,313,348,330,395,322,387,,,,Not yet,2782,3522,Domination,15-Aug-24,B,9.5,レリーシャ,Cleric,Memoir Logs,Chance Encounters,386,436,284,334,400,480,296,346,,"Lightning, Staff"
Alrond,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2021.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2019.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2020.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2021.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2031.png",Available in JP,,12-Sep-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,12-Sep-24,Solistia,246,281,225,275,285,335,,,,Never,3200,4100,Opulence,12-Sep-24,S,9.8,アルロンド,Merchant,Memoir Logs,Memoirs of Solistia,344,409,348,398,462,542,325,360,,"Axe, Bow, Dagger, Fan, Light, Polearm, Staff, Sword, Tome"
Ori,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2030.png",Available in JP,,26-Sep-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,26-Sep-24,Solistia,251,286,360,410,250,300,,,,Never,3070,3970,Approval,26-Sep-24,B,9.5,オリ,Merchant,Memoir Logs,Memoirs of Solistia,394,459,313,363,332,412,340,375,,"Polearm, Wind"
Pardis III,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2022.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2020.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2041.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2030.png",Available in JP,,10-Oct-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,10-Oct-24,Orsterra,326,376,65,130,305,355,,,,Never,3206,3866,Power,10-Oct-24,S+,9.9,パーディス三世,Scholar,Memoir,Champion of Memories,580,630,351,401,490,580,238,288,,"Bow, Dagger, Dark, Fire, Lightning, Sword"
Ceraphina,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2032.png",Available in JP,,10-Oct-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,10-Oct-24,Orsterra,213,263,506,571,278,328,,,,Never,3180,4000,Fame,10-Oct-24,S,9.8,セラフィナ,Apothecary,Memoir,Champion of Memories,235,285,332,382,418,488,291,341,,"Dark, Light"
Ditraina EX,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2021.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2042.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2023.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2032.png",Available in JP,,24-Oct-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,24-Oct-24,Orsterra,345,410,275,325,253,273,,,,Never,2927,3747,Power,24-Oct-24,S,9.8,ディトレイナEx,Hunter,Memoir,Traveler of Memories,452,517,228,278,426,506,330,380,,"Bow, Dark, Fire, Ice, Light, Lightning, Wind"
Elrica EX,24-Oct-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2023.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2022.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2021.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2022.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2034.png",Available in JP,,24-Oct-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,24-Oct-24,Orsterra,348,398,226,276,273,323,,,,Never,2832,3652,Power,24-Oct-24,S,9.8,エリカEx,Thief,Memoir,Traveler of Memories,423,488,280,300,332,412,420,485,,"Axe, Bow, Dagger, Fan, Lightning, Polearm, Staff, Sword, Tome"
Mydia,7-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2022.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2043.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2034.png",Available in JP,,7-Nov-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,7-Nov-24,Solistia,273,308,260,325,369,434,,,,Never,2862,3602,Approval,7-Nov-24,S+,10,ミディヤ,Cleric,Memoir Logs,Memoirs of Solistia,421,471,292,342,420,500,296,346,,"Fire, Light, Staff"
Crick,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2023.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2035.png",Available in JP,,21-Nov-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,21-Nov-24,Solistia,278,328,207,257,331,381,,,,Never,3462,4282,Approval,21-Nov-24,S,9.8,クリック,Warrior,Memoir Logs,Memoirs of Solistia,354,419,398,463,336,406,235,270,,"Light, Staff, Sword"
Morena,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2032.png",Available in JP,,5-Dec-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5-Dec-24,Solistia,236,286,384,449,295,345,,,,Never,2886,3546,Approval,5-Dec-24,A,9.7,モレーナ,Scholar,Memoir Logs,Chance Encounters,301,351,286,336,552,642,313,363,,"Staff, Tome, Wind"
Kagemune,6-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2044.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2033.png",Available in JP,,19-Dec-24,⭐️⭐️⭐️⭐️⭐️,Available in JP,,6-Jan-25,Solistia,378,428,236,286,178,228,,,,Never,2862,3682,Domination,19-Dec-24,A,9.7,カゲムネ,Thief,Memoir Logs,Tourney,423,488,205,225,352,432,460,525,,"Dagger, Fire, Ice, Wind"
Sigrid EX,1-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2045.png",Available in JP,,1-Jan-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1-Jan-25,Orsterra,328,363,237,287,230,280,,,,Never,3130,4030,Power,31-Dec-24,D,9.2,ジークリットEx,Merchant,Sheperd's Rock,Free (New Year Distribution),384,449,335,385,286,366,286,321,,"Fire, Polearm, Sword"
Hikari EX,1-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2046.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2036.png",Available in JP,,1-Jan-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1-Jan-25,Solistia,298,333,525,590,284,399,,,,Never,2812,3552,Domination,1-Jan-25,S,9.8,ヒカリEx,Cleric,Memoir Logs,Memoirs of Solistia,246,296,267,317,460,540,241,291,,"Fire, Ice, Light, Lightning, Staff, Wind"
Rai Mei,1-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2047.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2033.png",Available in JP,,1-Jan-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1-Jan-25,Solistia,281,316,455,505,265,315,,,,Never,3240,4140,Approval,1-Jan-25,A,9.7,ライ・メイ,Merchant,Memoir Logs,Memoirs of Solistia,289,354,298,348,442,522,230,265,,"Dark, Fire, Light, Lightning, Polearm, Sword"
Black Maiden,16-Jan-25,Available in JP,Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2034.png,Available in JP,,16-Jan-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,16-Jan-25,Orsterra,292,327,487,552,322,372,,,,Never,2676,3496,Fame,16-Jan-25,S+,9.9,黒の巫女,Dancer,Memoir,Champion of Memories,225,275,235,285,514,584,372,437,,Dark
Black Knight,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2035.png",Available in JP,,16-Jan-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,16-Jan-25,Orsterra,338,388,232,282,266,316,,,,Never,3232,4052,Power,16-Jan-25,S+,10,黒の騎士,Warrior,Memoir,Champion of Memories,469,534,353,418,316,386,285,320,,"Dark, Sword"
Molrusso EX,13-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2023.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2038.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2048.png",Available in JP,,13-Feb-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13-Feb-25,Overworld (Dragon Quest III),322,357,317,382,282,332,,,,Never,2786,3606,Domination,13-Feb-25,S+,9.9,モルルッソEx,Dancer,Memoir,Dragon Quest III Crossover Guidance,390,440,220,270,469,539,362,427,,"Axe, Fan, Fire, Staff, Sword, Tome"
Viola EX,13-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2049.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2038.png",Available in JP,,13-Feb-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13-Feb-25,Overworld (Dragon Quest III),221,251,489,554,310,360,,,,Never,2896,3556,Opulence,13-Feb-25,S,9.8,ヴィオラEx,Scholar,Memoir,Dragon Quest III Crossover Guidance,221,271,246,296,572,662,318,368,,"Fire, Ice, Light, Tome"
Cyrus EX,13-Feb-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2039.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2050.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2035.png",Available in JP,,13-Feb-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13-Feb-25,Overworld (Dragon Quest III),273,323,412,462,251,301,,,,Never,3052,3872,Approval,13-Feb-25,A,9.7,サイラスEx,Warrior,Memoir,Dragon Quest III Crossover Guidance,434,499,298,363,346,416,235,270,,"Fire, Lightning, Sword, Wind"
Therese EX,13-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff%201.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning%201.png",Available in JP,,13-Mar-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13-Mar-25,Overworld (Dragon Quest III),253,288,450,515,329,394,,,,Never,2792,3532,Approval,13-Mar-25,B,9.6,テレーズEx,Cleric,Memoir,Dragon Quest III Crossover Guidance,331,381,252,302,430,510,296,346,,"Lightning, Staff, Wind"
Partitio EX,13-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff%202.png",Available in JP,,13-Mar-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13-Mar-25,Overworld (Dragon Quest III),488,538,216,266,218,268,,,,Never,2922,3742,Opulence,13-Mar-25,S,9.8,パルテティオEx,Thief,Memoir,Dragon Quest III Crossover Guidance,358,423,235,255,322,402,435,500,,"Dagger, Staff"
Signa EX,13-Mar-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2040.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Polearm.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff%203.png",Available in JP,,13-Mar-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,13-Mar-25,Overworld (Dragon Quest III),208,258,236,301,248,298,,,,Never,3940,4760,Approval,13-Mar-25,A,9.7,シグナEx,Apothecary,Memoir,Dragon Quest III Crossover Guidance,440,490,357,407,378,448,196,246,,"Axe, Polearm, Staff, Sword"
Avar,10-Apr-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2041.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2051.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2036.png",Available in JP,,10-Apr-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,10-Apr-25,Solistia,208,258,241,306,253,303,,,,Never,3220,4040,Domination,10-Apr-25,S+,9.9,アヴァル,Apothecary,Memoir Logs,Champion of Memories,475,525,402,452,368,438,301,351,,"Axe, Dark, Fire, Sword"
Osvald EX,24-Apr-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2039.png",Available in JP,,24-Apr-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,24-Apr-25,Solistia,233,268,495,560,409,474,,,,Never,2712,3452,Domination,24-Apr-25,S+,9.9,オズバルドEx,Cleric,Memoir Logs,Memoirs of Solistia,231,281,232,282,470,550,276,326,,"Dark, Light"
Ochette EX,24-Apr-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2042.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Polearm%201.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2031.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2023.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff%204.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2029.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2052.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning%202.png",Available in JP,,24-Apr-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,24-Apr-25,Solistia,253,303,247,297,241,291,,,,Never,3082,3902,Opulence,24-Apr-25,S,9.8,オーシュットEx,Warrior,Memoir Logs,Memoirs of Solistia,429,494,348,413,396,466,335,370,,"Axe, Bow, Dagger, Fan, Fire, Ice, Lightning, Polearm, Staff, Sword, Tome"
Castti EX,8-May-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2025.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2028.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2037.png",Available in JP,,8-May-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,8-May-25,Solistia,297,332,502,567,272,322,,,,Never,2976,3796,Approval,8-May-25,S,9.8,キャスティEx,Dancer,Memoir Logs,Memoirs of Solistia,220,270,200,250,504,574,337,402,,"Fan, Ice, Wind"
Mahrez,29-May-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2043.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Polearm%202.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2027.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2024.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff%205.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Tome%2030.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fan%2026.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning%203.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2040.png",Available in JP,,29-May-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,29-May-25,Orsterra,240,298,227,277,271,321,,,,Never,3260,4080,Power,29-May-25,A,9.7,マフレズ,Warrior,Memoir,Traveler of Memories,474,539,338,403,306,376,315,350,,"Axe, Bow, Dagger, Fan, Light, Lightning, Polearm, Staff, Sword, Tome"
Esmeralda,5-Jun-25,Available in JP,Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2028.png,Available in JP,,5-Jun-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5-Jun-25,Orsterra,308,358,236,286,243,293,,,,Never,2912,3732,Power,5-Jun-25,S,9.8,エスメラルダ,Thief,Memoir,Champion of Memories,423,488,275,295,352,432,480,545,,Dagger
Aoi,,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2044.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning%204.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2038.png",Available in JP,,19-Jun-25,⭐️⭐️⭐️⭐️⭐️,Available in JP,,,Solistia,288,338,242,292,231,281,,,,Never,3212,4032,Domination,19-Jun-25,A,9.7,アオイ,Warrior,Memoir Logs,Tourney,439,504,293,358,306,376,330,380,,"Lightning, Sword, Wind"
